"INSTELLINGSCODE";"VESTIGINGSCODE";"INSTELLINGSNAAM VESTIGING";"GEMEENTENAAM";"ONDERWIJSTYPE VO";"INSPECTIECODE";"OPLEIDINGSNAAM";"EXAMENKANDIDATEN SCHOOLJAAR 2019-2020 - MAN";"GESLAAGDEN SCHOOLJAAR 2019-2020 - MAN";"SLAAGPERC SCHOOLJAAR 2019-2020 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2019-2020 - VROUW";"GESLAAGDEN SCHOOLJAAR 2019-2020 - VROUW";"SLAAGPERC SCHOOLJAAR 2019-2020 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2019-2020 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2019-2020 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2019-2020 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2020-2021 - MAN";"GESLAAGDEN SCHOOLJAAR 2020-2021 - MAN";"SLAAGPERC SCHOOLJAAR 2020-2021 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2020-2021 - VROUW";"GESLAAGDEN SCHOOLJAAR 2020-2021 - VROUW";"SLAAGPERC SCHOOLJAAR 2020-2021 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2020-2021 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2020-2021 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2020-2021 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2021-2022 - MAN";"GESLAAGDEN SCHOOLJAAR 2021-2022 - MAN";"SLAAGPERC SCHOOLJAAR 2021-2022 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2021-2022 - VROUW";"GESLAAGDEN SCHOOLJAAR 2021-2022 - VROUW";"SLAAGPERC SCHOOLJAAR 2021-2022 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2021-2022 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2021-2022 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2021-2022 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2022-2023 - MAN";"GESLAAGDEN SCHOOLJAAR 2022-2023 - MAN";"SLAAGPERC SCHOOLJAAR 2022-2023 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2022-2023 - VROUW";"GESLAAGDEN SCHOOLJAAR 2022-2023 - VROUW";"SLAAGPERC SCHOOLJAAR 2022-2023 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2022-2023 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2022-2023 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2022-2023 - TOTAAL";"EXAMENKANDIDATEN SCHOOLJAAR 2023-2024 - MAN";"GESLAAGDEN SCHOOLJAAR 2023-2024 - MAN";"SLAAGPERC SCHOOLJAAR 2023-2024 - MAN";"EXAMENKANDIDATEN SCHOOLJAAR 2023-2024 - VROUW";"GESLAAGDEN SCHOOLJAAR 2023-2024 - VROUW";"SLAAGPERC SCHOOLJAAR 2023-2024 - VROUW";"EXAMENKANDIDATEN SCHOOLJAAR 2023-2024 - TOTAAL";"GESLAAGDEN SCHOOLJAAR 2023-2024 - TOTAAL";"SLAAGPERC SCHOOLJAAR 2023-2024 - TOTAAL"
"00AH";"00AH09";"Het Stedelijk Innova";"ENSCHEDE";"HAVO";"53";"HAVO - C&M";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100"
"00AH";"00AH09";"Het Stedelijk Innova";"ENSCHEDE";"HAVO";"54";"HAVO - N&T / N&G";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"00AH";"00AH09";"Het Stedelijk Innova";"ENSCHEDE";"HAVO";"59";"HAVO - E&M / C&M";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"00AH";"00AH09";"Het Stedelijk Innova";"ENSCHEDE";"VMBO";"90";"VMBO T - techniek";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"100";"<5";"<5";"100";"8";"8";"100";"11";"11";"100";"7";"7";"100";"18";"18";"100";"5";"5";"100";"<5";"<5";"100";"8";"8";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100"
"00AH";"00AH09";"Het Stedelijk Innova";"ENSCHEDE";"VMBO";"91";"VMBO T - zorg en welzijn";"7";"7";"100";"6";"6";"100";"13";"13";"100";"5";"5";"100";"14";"14";"100";"19";"19";"100";"13";"13";"100";"23";"23";"100";"36";"36";"100";"10";"9";"90";"20";"20";"100";"30";"29";"96.7";"<5";"<5";"100";"9";"9";"100";"11";"11";"100"
"00AH";"00AH09";"Het Stedelijk Innova";"ENSCHEDE";"VMBO";"92";"VMBO T - economie";"12";"12";"100";"13";"13";"100";"25";"25";"100";"27";"27";"100";"14";"14";"100";"41";"41";"100";"11";"11";"100";"5";"5";"100";"16";"16";"100";"16";"16";"100";"5";"5";"100";"21";"21";"100";"9";"9";"100";"6";"6";"100";"15";"15";"100"
"00AH";"00AH17";"Het Stedelijk Alpha";"ENSCHEDE";"VMBO";"30";"VMBO LWT - techniek";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"9";"8";"88.9";"0";"0";"0";"9";"8";"88.9";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"00AH";"00AH17";"Het Stedelijk Alpha";"ENSCHEDE";"VMBO";"31";"VMBO LWT - zorg & welzijn";"<5";"<5";"100";"5";"5";"100";"6";"6";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"00AH";"00AH17";"Het Stedelijk Alpha";"ENSCHEDE";"VMBO";"32";"VMBO LWT - economie";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"00AH";"00AH17";"Het Stedelijk Alpha";"ENSCHEDE";"VMBO";"34";"VMBO B - techniek";"14";"14";"100";"<5";"<5";"100";"15";"15";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"10";"10";"100";"<5";"<5";"100";"11";"11";"100";"8";"8";"100";"<5";"<5";"100";"10";"10";"100";"10";"10";"100";"<5";"<5";"100";"11";"11";"100"
"00AH";"00AH17";"Het Stedelijk Alpha";"ENSCHEDE";"VMBO";"35";"VMBO B - zorg en welzijn";"<5";"<5";"100";"19";"19";"100";"20";"20";"100";"<5";"<5";"100";"8";"8";"100";"10";"10";"100";"<5";"<5";"100";"11";"11";"100";"14";"14";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"11";"11";"100";"13";"13";"100"
"00AH";"00AH17";"Het Stedelijk Alpha";"ENSCHEDE";"VMBO";"36";"VMBO B - economie";"8";"8";"100";"5";"5";"100";"13";"13";"100";"9";"9";"100";"7";"7";"100";"16";"16";"100";"10";"10";"100";"<5";"<5";"100";"14";"14";"100";"11";"10";"90.9";"<5";"<5";"100";"13";"12";"92.3";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"00AH";"00AH17";"Het Stedelijk Alpha";"ENSCHEDE";"VMBO";"38";"VMBO K - techniek";"26";"25";"96.2";"8";"8";"100";"34";"33";"97.1";"26";"26";"100";"<5";"<5";"100";"27";"27";"100";"11";"11";"100";"<5";"<5";"100";"14";"14";"100";"17";"16";"94.1";"<5";"<5";"100";"20";"19";"95";"19";"18";"94.7";"0";"0";"0";"19";"18";"94.7"
"00AH";"00AH17";"Het Stedelijk Alpha";"ENSCHEDE";"VMBO";"39";"VMBO K - zorg en welzijn";"<5";"<5";"100";"32";"32";"100";"36";"36";"100";"<5";"<5";"100";"17";"16";"94.1";"19";"18";"94.7";"5";"5";"100";"13";"12";"92.3";"18";"17";"94.4";"7";"6";"85.7";"19";"18";"94.7";"26";"24";"92.3";"<5";"<5";"100";"12";"12";"100";"16";"16";"100"
"00AH";"00AH17";"Het Stedelijk Alpha";"ENSCHEDE";"VMBO";"40";"VMBO K - economie";"27";"27";"100";"10";"10";"100";"37";"37";"100";"22";"21";"95.5";"15";"14";"93.3";"37";"35";"94.6";"11";"10";"90.9";"5";"5";"100";"16";"15";"93.8";"18";"15";"83.3";"<5";"<5";"100";"21";"18";"85.7";"14";"13";"92.9";"14";"14";"100";"28";"27";"96.4"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"HAVO";"50";"HAVO - N&T";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"50";"0";"0";"0";"<5";"<5";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"HAVO";"51";"HAVO - N&G";"<5";"<5";"100";"8";"8";"100";"10";"10";"100";"<5";"<5";"100";"7";"7";"100";"8";"8";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"<5";"<5";"100";"9";"8";"88.9";"13";"12";"92.3";"<5";"<5";"50";"8";"8";"100";"10";"9";"90"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"HAVO";"52";"HAVO - E&M";"9";"9";"100";"7";"7";"100";"16";"16";"100";"9";"9";"100";"<5";"<5";"100";"13";"13";"100";"5";"5";"100";"5";"5";"100";"10";"10";"100";"<5";"<5";"100";"9";"8";"88.9";"13";"12";"92.3";"12";"9";"75";"6";"6";"100";"18";"15";"83.3"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"HAVO";"53";"HAVO - C&M";"<5";"<5";"100";"5";"5";"100";"9";"9";"100";"<5";"<5";"100";"7";"5";"71.4";"8";"6";"75";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"75";"6";"5";"83.3";"<5";"<5";"100";"5";"5";"100";"6";"6";"100"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"HAVO";"54";"HAVO - N&T / N&G";"6";"5";"83.3";"<5";"<5";"100";"7";"6";"85.7";"<5";"<5";"50";"<5";"<5";"100";"8";"6";"75";"9";"9";"100";"<5";"<5";"100";"11";"11";"100";"5";"5";"100";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"50";"<5";"<5";"100";"5";"<5";"80"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"HAVO";"59";"HAVO - E&M / C&M";"0";"0";"0";"5";"5";"100";"5";"5";"100";"0";"0";"0";"10";"10";"100";"10";"10";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"VMBO";"35";"VMBO B - zorg en welzijn";"8";"8";"100";"8";"8";"100";"16";"16";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"VMBO";"36";"VMBO B - economie";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"7";"100";"6";"6";"100";"13";"13";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"0";"0";"5";"5";"100";"6";"5";"83.3";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"VMBO";"39";"VMBO K - zorg en welzijn";"<5";"<5";"100";"9";"9";"100";"10";"10";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"VMBO";"40";"VMBO K - economie";"0";"0";"0";"5";"5";"100";"5";"5";"100";"7";"7";"100";"10";"10";"100";"17";"17";"100";"9";"9";"100";"10";"10";"100";"19";"19";"100";"7";"5";"71.4";"5";"<5";"80";"12";"9";"75";"<5";"<5";"75";"7";"7";"100";"11";"10";"90.9"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"VMBO";"90";"VMBO T - techniek";"14";"14";"100";"<5";"<5";"100";"18";"18";"100";"7";"7";"100";"0";"0";"0";"7";"7";"100";"5";"5";"100";"0";"0";"0";"5";"5";"100";"9";"9";"100";"<5";"<5";"100";"11";"11";"100";"8";"7";"87.5";"<5";"<5";"100";"10";"9";"90"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"VMBO";"91";"VMBO T - zorg en welzijn";"8";"8";"100";"11";"11";"100";"19";"19";"100";"<5";"<5";"100";"13";"13";"100";"15";"15";"100";"<5";"<5";"100";"13";"13";"100";"14";"14";"100";"<5";"<5";"100";"6";"6";"100";"9";"9";"100";"8";"6";"75";"14";"14";"100";"22";"20";"90.9"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"VMBO";"92";"VMBO T - economie";"9";"9";"100";"13";"13";"100";"22";"22";"100";"17";"16";"94.1";"15";"14";"93.3";"32";"30";"93.8";"17";"17";"100";"10";"10";"100";"27";"27";"100";"17";"17";"100";"<5";"<5";"100";"19";"19";"100";"15";"11";"73.3";"8";"8";"100";"23";"19";"82.6"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"VWO";"60";"VWO - N&T";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"VWO";"61";"VWO - N&G";"<5";"<5";"100";"6";"6";"100";"7";"7";"100";"0";"0";"0";"5";"<5";"80";"5";"<5";"80";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"VWO";"62";"VWO - E&M";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"<5";"0";"0";"<5";"<5";"100";"<5";"<5";"66.7"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"VWO";"63";"VWO - C&M";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"VWO";"64";"VWO - N&T / N&G";"5";"5";"100";"<5";"<5";"100";"9";"9";"100";"<5";"<5";"100";"7";"7";"100";"11";"11";"100";"<5";"<5";"100";"5";"5";"100";"9";"9";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"VWO";"66";"VWO - N&T / C&M";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"00AQ";"00AQ00";"Zwin College SGM";"SLUIS";"VWO";"69";"VWO - E&M / C&M";"<5";"<5";"100";"5";"5";"100";"7";"7";"100";"<5";"<5";"75";"<5";"<5";"100";"5";"<5";"80";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"6";"6";"100";"6";"6";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"HAVO";"50";"HAVO - N&T";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"HAVO";"51";"HAVO - N&G";"5";"5";"100";"25";"25";"100";"30";"30";"100";"<5";"<5";"100";"9";"9";"100";"13";"13";"100";"7";"6";"85.7";"5";"5";"100";"12";"11";"91.7";"<5";"<5";"100";"9";"9";"100";"11";"11";"100";"6";"6";"100";"8";"8";"100";"14";"14";"100"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"HAVO";"52";"HAVO - E&M";"19";"17";"89.5";"19";"17";"89.5";"38";"34";"89.5";"12";"11";"91.7";"16";"15";"93.8";"28";"26";"92.9";"13";"12";"92.3";"9";"8";"88.9";"22";"20";"90.9";"16";"12";"75";"15";"10";"66.7";"31";"22";"71";"23";"17";"73.9";"8";"6";"75";"31";"23";"74.2"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"HAVO";"53";"HAVO - C&M";"<5";"<5";"100";"<5";"<5";"75";"5";"<5";"80";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"15";"12";"80";"16";"13";"81.2";"<5";"<5";"100";"7";"6";"85.7";"9";"8";"88.9"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"HAVO";"54";"HAVO - N&T / N&G";"<5";"<5";"100";"6";"6";"100";"9";"9";"100";"6";"<5";"66.7";"<5";"<5";"50";"8";"5";"62.5";"<5";"<5";"100";"6";"5";"83.3";"8";"7";"87.5";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"8";"6";"75";"<5";"<5";"100";"11";"9";"81.8"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"HAVO";"59";"HAVO - E&M / C&M";"0";"0";"0";"<5";"<5";"66.7";"<5";"<5";"66.7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"VMBO";"34";"VMBO B - techniek";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"10";"10";"100";"0";"0";"0";"10";"10";"100";"9";"9";"100";"0";"0";"0";"9";"9";"100";"7";"7";"100";"0";"0";"0";"7";"7";"100"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"VMBO";"35";"VMBO B - zorg en welzijn";"<5";"<5";"66.7";"<5";"<5";"100";"7";"6";"85.7";"<5";"<5";"100";"7";"7";"100";"8";"8";"100";"6";"6";"100";"10";"9";"90";"16";"15";"93.8";"<5";"<5";"50";"<5";"<5";"100";"6";"5";"83.3";"<5";"<5";"100";"12";"12";"100";"13";"13";"100"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"VMBO";"38";"VMBO K - techniek";"17";"17";"100";"<5";"0";"0";"18";"17";"94.4";"13";"12";"92.3";"0";"0";"0";"13";"12";"92.3";"10";"10";"100";"<5";"<5";"100";"12";"12";"100";"14";"14";"100";"<5";"<5";"100";"16";"16";"100";"28";"27";"96.4";"<5";"<5";"100";"30";"29";"96.7"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"VMBO";"39";"VMBO K - zorg en welzijn";"8";"7";"87.5";"15";"15";"100";"23";"22";"95.7";"12";"12";"100";"23";"23";"100";"35";"35";"100";"5";"5";"100";"14";"14";"100";"19";"19";"100";"7";"6";"85.7";"18";"17";"94.4";"25";"23";"92";"5";"5";"100";"13";"13";"100";"18";"18";"100"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"VMBO";"90";"VMBO T - techniek";"18";"18";"100";"<5";"<5";"100";"21";"21";"100";"5";"5";"100";"<5";"<5";"100";"6";"6";"100";"12";"12";"100";"<5";"<5";"100";"15";"15";"100";"6";"6";"100";"<5";"<5";"100";"8";"8";"100";"8";"8";"100";"<5";"<5";"100";"10";"10";"100"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"VMBO";"91";"VMBO T - zorg en welzijn";"<5";"<5";"100";"21";"21";"100";"25";"25";"100";"10";"10";"100";"23";"22";"95.7";"33";"32";"97";"9";"9";"100";"27";"26";"96.3";"36";"35";"97.2";"8";"8";"100";"24";"23";"95.8";"32";"31";"96.9";"12";"10";"83.3";"19";"19";"100";"31";"29";"93.5"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"VMBO";"92";"VMBO T - economie";"17";"17";"100";"12";"12";"100";"29";"29";"100";"17";"17";"100";"8";"5";"62.5";"25";"22";"88";"16";"14";"87.5";"11";"11";"100";"27";"25";"92.6";"17";"16";"94.1";"11";"11";"100";"28";"27";"96.4";"13";"13";"100";"10";"10";"100";"23";"23";"100"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"VWO";"60";"VWO - N&T";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"5";"5";"100";"0";"0";"0";"5";"5";"100"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"VWO";"61";"VWO - N&G";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"8";"8";"100";"0";"0";"0";"7";"7";"100";"7";"7";"100";"<5";"<5";"66.7";"<5";"<5";"100";"7";"6";"85.7";"<5";"<5";"66.7";"<5";"<5";"100";"7";"6";"85.7"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"VWO";"62";"VWO - E&M";"6";"6";"100";"<5";"<5";"100";"9";"9";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"66.7";"<5";"<5";"100";"5";"<5";"80";"<5";"<5";"100";"6";"5";"83.3";"7";"6";"85.7";"<5";"<5";"100";"<5";"<5";"75";"5";"<5";"80"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"VWO";"63";"VWO - C&M";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"VWO";"64";"VWO - N&T / N&G";"<5";"<5";"100";"8";"8";"100";"12";"12";"100";"6";"6";"100";"8";"8";"100";"14";"14";"100";"<5";"<5";"100";"6";"6";"100";"10";"10";"100";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100"
"00BD";"00BD00";"Coenecoop College";"WADDINXVEEN";"VWO";"69";"VWO - E&M / C&M";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"50";"<5";"<5";"100";"<5";"<5";"75";"<5";"<5";"100";"<5";"<5";"100";"6";"6";"100";"0";"0";"0";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"<5";"<5";"50";"<5";"<5";"50"
"00CB";"00CB00";"SGM VO Vrije Schoolond";"NIJMEGEN";"HAVO";"51";"HAVO - N&G";"0";"0";"0";"9";"8";"88.9";"9";"8";"88.9";"<5";"<5";"100";"10";"10";"100";"11";"11";"100";"5";"5";"100";"<5";"<5";"66.7";"8";"7";"87.5";"<5";"<5";"50";"12";"11";"91.7";"14";"12";"85.7";"6";"6";"100";"11";"11";"100";"17";"17";"100"
"00CB";"00CB00";"SGM VO Vrije Schoolond";"NIJMEGEN";"HAVO";"52";"HAVO - E&M";"5";"5";"100";"8";"8";"100";"13";"13";"100";"9";"8";"88.9";"<5";"<5";"100";"11";"10";"90.9";"<5";"<5";"100";"9";"9";"100";"13";"13";"100";"10";"10";"100";"7";"6";"85.7";"17";"16";"94.1";"8";"7";"87.5";"7";"7";"100";"15";"14";"93.3"
"00CB";"00CB00";"SGM VO Vrije Schoolond";"NIJMEGEN";"HAVO";"53";"HAVO - C&M";"<5";"<5";"100";"5";"<5";"80";"9";"8";"88.9";"<5";"<5";"100";"12";"11";"91.7";"15";"14";"93.3";"<5";"<5";"100";"17";"15";"88.2";"20";"18";"90";"5";"<5";"80";"19";"18";"94.7";"24";"22";"91.7";"<5";"<5";"66.7";"19";"18";"94.7";"22";"20";"90.9"
"00CB";"00CB00";"SGM VO Vrije Schoolond";"NIJMEGEN";"HAVO";"54";"HAVO - N&T / N&G";"5";"5";"100";"7";"7";"100";"12";"12";"100";"6";"<5";"66.7";"6";"5";"83.3";"12";"9";"75";"<5";"<5";"100";"6";"6";"100";"8";"8";"100";"7";"5";"71.4";"<5";"<5";"100";"9";"7";"77.8";"<5";"<5";"100";"5";"<5";"80";"9";"8";"88.9"
"00CB";"00CB00";"SGM VO Vrije Schoolond";"NIJMEGEN";"HAVO";"59";"HAVO - E&M / C&M";"<5";"<5";"100";"5";"5";"100";"7";"7";"100";"<5";"<5";"100";"<5";"<5";"100";"<5";"<5";"100";"0";"0";"0";"5";"5";"100";"5";"5";"100";"<5";"<5";"100";"<5";"<5";"100";"5";"5";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"00CB";"00CB00";"SGM VO Vrije Schoolond";"NIJMEGEN";"VMBO";"90";"VMBO T - techniek";"8";"6";"75";"8";"8";"100";"16";"14";"87.5";"5";"5";"100";"7";"7";"100";"12";"12";"100";"8";"7";"87.5";"6";"6";"100";"14";"13";"92.9";"8";"7";"87.5";"<5";"<5";"100";"9";"8";"88.9";"7";"7";"100";"<5";"<5";"100";"10";"10";"100"
